"","x"
"834","Rihanna -- Fan Steals the Show
https://t.co/0oTeXJ6pJk

via @TMZ"
"835","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/dHPsxTYFWk: TMZ.comRihanna Fan Steals the... https://t.co/wzIIk7gEgy #gossip"
"836","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/Z7HZtel3XB: TMZ.comRihanna Fan Steals the... https://t.co/Lguqs7rJun #gossip"
"837","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/NPJUiYtsWg: TMZ.comRihanna Fan Steals the... https://t.co/6PrUXRhnTV #gossip"
"838","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/4cwAKVHLwa: TMZ.comRihanna Fan Steals the... https://t.co/xqHaDQHSzB #gossip"
"839","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/APaO8oImyb: TMZ.comRihanna Fan Steals the... https://t.co/YNoJI9eI8I #gossip"
"840","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/43fI6WnFJO: TMZ.comRihanna Fan Steals the... https://t.co/NzY13vXOcG #gossip"
"841","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/EJmWSHF4WK: TMZ.comRihanna Fan Steals the... https://t.co/18wE9NkYIF #gossip"
"842","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/IxM7BxkKwQ: TMZ.comRihanna Fan Steals the... https://t.co/1lRJHsmwk4 #gossip"
"843","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/fUyvccD5E8: TMZ.comRihanna Fan Steals the... https://t.co/Z68JcMFIr1 #gossip"
"844","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/KWroiLNPcI: TMZ.comRihanna Fan Steals the... https://t.co/On8aAF1jAV #gossip"
"845","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/PWVEQOM9S3: TMZ.comRihanna Fan Steals the... https://t.co/9yp138qTC7 #gossip"
"846","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/4hdijJwq83: TMZ.comRihanna Fan Steals the... https://t.co/8eDQyYVXkO #gossip"
"847","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/nprA5x8u8N: TMZ.comRihanna Fan Steals the... https://t.co/M8Xp0fxgv1 #gossip"
"848","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/xvIhqobXyX: TMZ.comRihanna Fan Steals the... https://t.co/dCGKOFHSGp #gossip"
"849","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/9jzPjRXYU9: TMZ.comRihanna Fan Steals the... https://t.co/kBzlOklcMo #gossip"
"850","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/y0EPIlbljK: TMZ.comRihanna Fan Steals the... https://t.co/18MrxhPk8X #gossip"
"851","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/gVzZdlcyk8: TMZ.comRihanna Fan Steals the... https://t.co/YLbOULkVgf #gossip"
"852","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/oSoZAGVQj8: TMZ.comRihanna Fan Steals the... https://t.co/k9dOGJ1gIn #gossip"
"853","Uff!! it caught ;-) Rihanna Fan Steals the Show - https://t.co/nuXbS683RH: TMZ.comRihanna Fan Steals the... https://t.co/OuMyXIei79 #gossip"
"854","#BreakingNews Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did With t... https://t.co/MVX3IYeWXK #rome"
"855","#BreakingNews Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did With t... https://t.co/xNOFcU9wSS #rome"
"856","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did With the Rare Opportunity https://t.co/QR9KNHECWx"
"857","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did With the Rare Opportunity https://t.co/xIHVhAWoLW"
"858","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did With the Rare Opportunity https://t.co/7Jlaqcetky"
"859","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did With the Rare Opportunity: Wow. https://t.co/oBN9Uze31Y"
"860","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did With the R... https://t.co/2UELzX9W7Z #tcot #p2 #news"
"861","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did With the R... https://t.co/cPwX1m1ute #theblaze #gbtv"
"862","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"863","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn't Ready for What He Did With the ... https://t.co/piH9MyZ5tq #Rihanna"
"864","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn't Ready for What He Did With the Rare Opportunity:.. https://t.co/Nk6f7fYZwm"
"865","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn't Ready for What He... https://t.co/8DyMPZXxVH via @theblaze"
"866","Rihanna -- Fan Steals the Show:   Rihanna gave one of her fans an ""Idol"" chance to sing in front of thous.. https://t.co/p62fiypJ9E"
"867","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn't Ready for What He Did With the Rare Opportunity -… https://t.co/sm6hEnH4fa"
"868","RT @hollywoodnewz: Rihanna -- Fan Steals the Show https://t.co/k64E4oZC5S #hollywood"
"869","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"870","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"871","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did With the Rare Opportunity: https://t.co/KhnKStUdU0"
"872","RT @hollywoodnewz: Rihanna -- Fan Steals the Show https://t.co/k64E4oZC5S #hollywood"
"873","#news #IRFNEWS Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did With the Rar... https://t.co/NA6eb64MHL"
"874","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did With the Rare Opportunity https://t.co/G51ZAfepGy"
"875","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"876","Rihanna -- Fan Steals the Show https://t.co/k64E4oZC5S #hollywood"
"877","RT @ChampionNewsNet: Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did Wi ... - https://t.co/iKbU6sajST h…"
"878","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"879","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did With… https://t.co/CY5u1zuUsP https://t.co/GIrHhmoU09"
"880","Rihanna -- Fan Steals the Show:   Rihanna gave one of her fans an ""Idol"" chance to sing in front of thous.. https://t.co/e2LujatlpS"
"881","Rihanna -- Fan Steals the Show https://t.co/6Gm8GFL6fS"
"882","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"883","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did Wi ... - https://t.co/iKbU6sajST https://t.co/mBz45vN2RH"
"884","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did Wit ... https://t.co/c9jpCZOmVW https://t.co/y9sB1Vjgcx"
"885","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn’t Ready for What He Did Wi ... - https://t.co/PUMxfRBv7J https://t.co/CGj5QlJDBq"
"886","Rihanna Fan Steals the Show - https://t.co/1EGJBfytfP https://t.co/gsBTunhTHC"
"887","Rihanna Briefly Gives Fan the Mic During Concert — She Wasn't Ready for What He Did With .. ~via The Blaze #TCOT https://t.co/MvCwdYLAnv"
"888","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"889","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"890","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"891","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"892","RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/59PrilNpZ6"
"893","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"894","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"895","Rihanna Fan Steals the Show - https://t.co/HRWYO1QBuc https://t.co/6FP3f2Z4Kt"
"896","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"897","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"898","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"899","RT @theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g…"
"900","RT <U+2192> theblaze: Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare o… https://t.co/vaFDCwFxU2"
"901","Rihanna briefly gives fan the mic during concert – She wasn't ready for what he did with the rare opportunity: https://t.co/g27ztkhRfG"
"902","Rihanna -- Fan Steals the Show: Rihanna gave one of her fans an ""Idol"" chance to sing in front of thousands ..... https://t.co/4LMHy7E0Wq"
"903","RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/59PrilNpZ6"
"904","Rihanna -- Fan Steals the Show https://t.co/ZdGt0S2t2m"
"905","RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/59PrilNpZ6"
"906","Rihanna -- Fan Steals the Show: [[tmz:video id=""0_z4h247wu""]] Rihanna gave one of her fans an ""Idol"" chance to... https://t.co/pf8QkFGIif"
"907","Rihanna Fan Steals the Show - https://t.co/Kz7e4DPb99 https://t.co/d1lyiFWJ7m"
"908","Rihanna Fan Steals the Show - https://t.co/3NUDwpckFr https://t.co/XDj9EXJyQB"
"909","Rihanna Fan Steals the Show - https://t.co/ELYLkAcqNX https://t.co/9w9HpnZfVK"
"910","Rihanna Fan Steals the Show - https://t.co/tqBi1FTjCJ https://t.co/HbPAkNkSsH"
"911","Rihanna Fan Steals the Show - https://t.co/mFSHLJ5A04 https://t.co/rCllQBJmgQ"
"912","Rihanna Fan Steals the Show - https://t.co/sdnnvDwbmc https://t.co/UYK5YupbBW"
"913","Rihanna Fan Steals the Show - https://t.co/D5HJbYVrAz https://t.co/nbgPuJEup8"
"914","Rihanna Fan Steals the Show - https://t.co/cgAS74LTmu https://t.co/9aP6apwevg"
"915","Rihanna Fan Steals the Show - https://t.co/VZeSaTEy5I https://t.co/hJtxenp6Hx"
"916","Rihanna Fan Steals the Show - https://t.co/ElMdzmFr46 https://t.co/2rdZIaEYPC"
"917","Rihanna Fan Steals the Show - https://t.co/LtahAkuGSV https://t.co/pS4RwrxqoP"
"918","Rihanna Fan Steals the Show - https://t.co/neHRLtdC7d https://t.co/vBv6o0Kv2u"
"919","Rihanna Fan Steals the Show - https://t.co/SrATJHQeHT https://t.co/hBB1vp74vx"
"920","Rihanna Fan Steals the Show - https://t.co/CkqUNhFlUO https://t.co/dI2d9ad5zb"
"921","Rihanna Fan Steals the Show - https://t.co/jYbVdzz2vK https://t.co/PbPYyx8rfG"
"922","Rihanna Fan Steals the Show - https://t.co/fIlvyCtIpD https://t.co/KNNM1QqpYx"
"923","Rihanna Fan Steals the Show - https://t.co/7bPTBBw80f https://t.co/pZotnKQxgg"
"924","Rihanna Fan Steals the Show - https://t.co/COJjRwKa1R https://t.co/YlbsH1YnGa"
"925","https://t.co/xjWyox0Ehi Rihanna Fan Steals the Show https://t.co/xjWyox0Ehi Rihanna gave one of her fans an ""Idol""… https://t.co/PGltcrAXBV"
"926","TMZ: Rihanna -- Fan Steals the Show. https://t.co/XjUsKpwoEx"
"927","[please retweet] Rihanna Fan Steals the Show - https://t.co/FTQrSGPPxb https://t.co/Vy0kgPpZqE #Entertainment #News https://t.co/6B0nCaefT2"
"928","Rihanna Fan Steals the Show - https://t.co/QQ7KM2dU2J https://t.co/g6KBHjdQf9"
"929","New post: ""Rihanna Fan Steals the Show - https://t.co/hdsrmMG57v"" https://t.co/HHbgC4CzGS"
"930","Rihanna -- Fan Steals the Show - Rihanna gave one of her fans an ""Idol"" chance to sing in front of thousands ..... https://t.co/I7Xh4k6qwP"
"931","Rihanna -- Fan Steals the Show - Rihanna gave one of her fans an ""Idol"" chance to sing in front of thousands ..... https://t.co/BoAea4BOcp"
"932","Rihanna -- Fan Steals the Show via @TMZ https://t.co/pObmredLUW"
"933","Rihanna -- Fan Steals the Show via @TMZ https://t.co/rkZdTo2NXo"
"934","Rihanna -- Fan Steals the Show https://t.co/7ibhl6mCBg via @TMZ"
"935","RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/59PrilNpZ6"
"936","Rihanna -- Fan Steals the Show: [[tmz:video id=""0_z4h247wu""]] Rihanna gave one of her fans an ""Idol"" chance to... https://t.co/PpD1Hsc7Ka"
"937","Rihanna -- Fan Steals the Show: [[tmz:video id=""0_z4h247wu""]] Rihanna gave one of her fans an ""Idol"" chance to... https://t.co/Dy5m35PH0x"
"938","Rihanna -- Fan Steals the Show: [[tmz:video id=""0_z4h247wu""]] Rihanna gave one of her fans an ""Ido... https://t.co/xcF7ehh9Cw #MusicAreUs"
"939","RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/59PrilNpZ6"
"940","Rihanna -- Fan Steals the Show:   Rihanna gave one of her fans an ""Idol"" chance to sin.. #celebrity #gossip https://t.co/YpCRsvbtEr"
"941","I'm still mad I didn't go to the Rihanna concert. This might ruin the rest of 2016 for me. <ed><U+00A0><U+00BD><ed><U+00B9><U+0084>"
"942","Rihanna -- Fan Steals the Show https://t.co/pOVJQinH8u #Celebrity https://t.co/GK8AYI8gRI"
"943","When a @rihanna fan sang so good she was even shocked, awesome! 
https://t.co/fMCHJpnLmA"
"944","Rihanna Let’s Fan Sing At Her Concert And Is Shocked By His Voice! https://t.co/KkZQ3cZB05 https://t.co/5IZ0uFvYlS"
"945","RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/59PrilNpZ6"
"946","RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/59PrilNpZ6"
"947","A Dizzi News Flash…. Rihanna -- Fan Steals the Show - [[tmz:video id=""0_z4h247wu""]] Rihanna gave one of her fan... https://t.co/qyEII8FB7N"
"948","Rihanna -- Fan Steals the Show via @TMZ https://t.co/6r2YdqWWuy"
"949","@cluedj for https://t.co/aPkxzDC8YB Rihanna -- Fan Steals the Show: Rihanna gave one of her fans an ""Idol… https://t.co/tSVwr3UmQv"
"950","Rihanna -- Fan Steals the Show via @TMZ https://t.co/0r3Ts10ozH"
"951","Rihanna -- Fan Steals the Show https://t.co/7VEnFvWbK3"
"952","Rihanna -- Fan Steals the Show: Rihanna gave one of her fans an ""Idol"" chance to sing in front of thousands ..... https://t.co/4rvDHmqBmz"
"953","#Rumors Rihanna gave one of her fans an ""Idol"" chance to sing in front of thousands ... and he ... https://t.co/ZVpS9buK7n @Bestof_Stupid"
"954","[Gossip] Rihanna -- Fan Steals the Show https://t.co/UU4E6M6s5S"
"955","RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/59PrilNpZ6"
"956","Rihanna -- Fan Steals the Show https://t.co/BT0Au58Dc0"
"957","Rihanna -- Fan Steals the Show https://t.co/p9N4Dgo2jz"
"958","Rihanna -- Fan Steals the Show https://t.co/fCHn1uFWiU"
"959","#StockPorn Rihanna -- Fan Steals the Show https://t.co/2JSECr4rQ0 #Gossip #News"
"960","Rihanna -- Fan Steals the Show via @TMZ https://t.co/P8VnPzPbKe"
"961","#gossip Rihanna -- Fan Steals the Show - Rihanna gave one of her fans an ""Idol"" chance to sing in front of thou... https://t.co/sYoxOsXc1p"
"962","QuestCuties - News Flash Rihanna -- Fan Steals the Show - [[tmz:video id=""0_z4h247wu""]] Rihanna gave one of her... https://t.co/CdWDmLxbCE"
"963","KING JAH NEWS Rihanna -- Fan Steals the Show - Rihanna gave one of her fans an ""Idol"" chance to sing in front o... https://t.co/j1h6wpt2Y6"
"964","Dj JayQuest - News Flash Rihanna -- Fan Steals the Show - [[tmz:video id=""0_z4h247wu""]] Rihanna gave one of her... https://t.co/SyOUoIRSk2"
"965","Rihanna -- Fan Steals the Show https://t.co/rd5MT8LtHY"
"966","Rihanna -- Fan Steals the Show - Rihanna gave one of her fans an ""Idol"" chance to sing in front of thousands ..... https://t.co/KgUlOmuGa5"
"967","MECHIEDEUCE NEWS Rihanna -- Fan Steals the Show - Rihanna gave one of her fans an ""Idol"" chance to sing in fron... https://t.co/7ghQC1kv2e"
"968","Rihanna -- Fan Steals the Show - Rihanna gave one of her fans an ""Idol"" chance to sing in front of thousands ..... https://t.co/CByDl6N2QC"
"969","Rihanna -- Fan Steals the Show: [[tmz:video id=""0_z4h247wu""]] Rihanna gave one of her fans… https://t.co/kCyVT3cdVU"
"970","Rihanna -- Fan Steals the Show https://t.co/67I8vLDyX1 #CelebrityHour https://t.co/zETNeEuZej"
"971","He was soo good! RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/zz5XFqQnPG"
"972","SYN1000 HIP HOP NEWS Rihanna -- Fan Steals the Show - Rihanna gave one of her fans an ""Idol"" chance to sing in ... https://t.co/RmRq6CZeYj"
"973","TMZ : Rihanna -- Fan Steals the Show - Rihanna gave one of her fans an ""Idol"" chance to sing in front of thousa... https://t.co/WUwDOH8efj"
"974","Rihanna -- Fan Steals the Show https://t.co/069tfV5LIn"
"975","Rihanna -- Fan Steals the Show https://t.co/1d0y8I2Jps"
"976","RT @DotCFDomains: Rihanna -- Fan Steals the Show https://t.co/NKGECR8BnI https://t.co/6i14UIs7H9"
"977","Rihanna -- Fan Steals the Show - [[tmz:video id=""0_z4h247wu""]] Rihanna gave one of her fans an ""Idol"" chance to... https://t.co/t7pDo6j5fo"
"978","#Miami Rihanna -- Fan Steals the Show - [[tmz:video id=""0_z4h247wu""]] Rihanna gave one of her fans an ""Idol"" ch... https://t.co/z5qZW6hJlG"
"979","Rihanna -- Fan Steals the Show https://t.co/Pqy6jDT3EG https://t.co/hFhKYmfjIz"
"980","Rihanna -- Fan Steals the Show https://t.co/hyhVNik3l3 https://t.co/EHjpqsLfzU"
"981","Rihanna -- Fan Steals the Show https://t.co/NKGECR8BnI https://t.co/6i14UIs7H9"
"982","@707egroup Rihanna -- Fan Steals the Show - [[tmz:video id=""0_z4h247wu""]] Rihanna gave one of her fans an ""Idol... https://t.co/bFUnPy8TBC"
"983","Rihanna -- Fan Steals the Show - Rihanna gave one of her fans an ""Idol"" chance to sing in front of thousands ..... https://t.co/v5JV14Awyt"
"984","Damenson Update #follow @Damenson_Events #RT Rihanna -- Fan Steals the Show https://t.co/68G6jDogce"
"985","Rihanna -- Fan Steals the Show - Rihanna gave one of her fans an ""Idol"" chance to sing in front of thousands ..... https://t.co/APcYmHBZyS"
"986","LADY TECNIQ NEWS Rihanna -- Fan Steals the Show - Rihanna gave one of her fans an ""Idol"" chance to sing in fron... https://t.co/PbF8kFrIuO"
"987","@Ezybooking - The No.1 #Entertainment Booking Agency. #Entertainmentbooking ww. Rihanna -- Fan Steals the Show https://t.co/8TbbrBHsL4"
"988","Rihanna -- Fan Steals the Show - https://t.co/5w5A3Q62ud #starbuzz"
"989","Rihanna -- Fan Steals the Show - Rihanna gave one of her fans an ""Idol"" chance to sing in front of thousands ..... https://t.co/boPo1y21NT"
"990","RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/59PrilNpZ6"
"991","Adele bans herself from Rihanna concert in case she gets 'stoned': Adele talks about her love for Rihanna and ... https://t.co/fmxxa8MEnc"
"992","RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/59PrilNpZ6"
"993","#tmz Rihanna -- Fan Steals the Show https://t.co/F74EGEKDSq #celebnews"
"994","RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/59PrilNpZ6"
"995","RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/59PrilNpZ6"
"996","Rihanna -- Fan Steals the Show https://t.co/PH1PMocfMC"
"997","RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/59PrilNpZ6"
"998","RT @TMZ: Rihanna -- Fan Steals the Show https://t.co/59PrilNpZ6"
"999","Rihanna -- Fan Steals the Show: Rihanna gave one of her fans an ""Idol"" chance to sing in front of thousands ..... https://t.co/WtmxZhjLbt"
"1000","Rihanna -- Fan Steals the Show https://t.co/z7puut1okY"
